[FightGame][2025-08-01 18:22:35/level:0/count:00000149] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000150] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000151] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000152] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2398 (socket port :53497) (614, 3290) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000153] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2448 (socket port :53547) (2187, 4992) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000154] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000155] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2466 (socket port :53565) (5741, 4458) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000156] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000157] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 2523 (socket port :53622) (3826, 4206) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000158] NetworkManager::HandleCSPacket_Attack2[942] SessionID : 2523 (socket port :53622) (3826, 4206) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000159] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 2565 (socket port :53664) (3355, 4000) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000160] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000161] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000162] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000163] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2731 (socket port :53830) (4566, 4236) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000164] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2755 (socket port :53854) (3790, 4332) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000165] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000166] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 2810 (socket port :53909) (4043, 206) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000167] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 2810 (socket port :53909) (4043, 206) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000168] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000169] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 2859 (socket port :53958) (6318, 4947) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000170] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 2859 (socket port :53958) (6318, 4947) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000171] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 2892 (socket port :53991) (4103, 6036) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000172] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000173] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 2925 (socket port :54024) (4114, 1535) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000174] NetworkManager::HandleCSPacket_Attack2[942] SessionID : 2925 (socket port :54024) (4114, 1535) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000175] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000176] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 3020 (socket port :54119) (545, 793) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000177] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 3022 (socket port :54121) (4454, 3729) 
